Company	Sentiment	spam	Relevant	Sentiment	Subject	Handle
PayPal_General	NEGATIVE	N	Y	negative	Having a paypal signed up automatically to eBay is such a bad idea _Ÿ˜_ #ebayno1customer	http://twitter.com/_EIREANNCAREY/status/442649103831662592
PayPal_General	NEUTRAL	N	N	neutral	"Hb one of u paypals me like $100,000"	http://twitter.com/_eiroc/status/436251724689715202
PayPal_General	NEUTRAL	N	N	neutral	Need some extra cash?? $75 #paypal cash Enter this amazing #cashgiveaway now with @ShanaMom2 http://t.co/bzVAnp1wIC	http://twitter.com/_eKhiZz/status/441932571081850880
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_elcuero809/status/430146291000438784
PayPal_General	NEGATIVE	N	Y	negative	This exactly why I hated using PayPal man I hate this company ima get my money back bet that shit	http://twitter.com/_Elegido_/status/447021301882822656
PayPal_General	NEUTRAL	N	N	neutral	Everyone should start charging 3.99 for nudes via PayPal	http://twitter.com/_eLGee/status/431247042510192640
PayPal_General	POSITIVE	N	N	positive	RT @monsterkid: confess your love for me via paypal	http://twitter.com/_Eliasss/status/433573048990851073
PayPal_General	NEUTRAL	N	N	neutral	RT @iCollectNudes: IF SEAHAWKS LOSE ILL PAYPAL EVERYONE THAT RETWEETS THIS $50 NOT PLAYIN B http://t.co/Ijan2IAxid	http://twitter.com/_Eliel_Martinez/status/430140066195726336
PayPal_General	NEUTRAL	N	N	neutral	"@strawBEArryLEE Oh, and in case you need, I paid via paypal which account is in my dad's name, Paulo Cruz. Very similar to mine."	http://twitter.com/_elifante/status/444760606403747840
PayPal_General	NEUTRAL	N	N	negative	Brand new PS4100$ oboMUST BE PAYPAL READY RETREAT THIS EVERYONE PLEASE HELP ME OUT!!! http://t.co/CKt46A9iPO	http://twitter.com/_Elijah_Perfect/status/442837892306456576
PayPal_General	NEUTRAL	N	Y	negative	RT @jackhessworld: _Ÿ™†MY PAYPAL JUST GLITCHED!_Ÿ‘ŒI'm Giving Away $1000-$500 To Everyone Who #ReTweets This http://t.co/tC1U96wydF	http://twitter.com/_Elijahfarr_/status/442341705560649728
PayPal_General	NEUTRAL	N	N	neutral	"RT @DannyTanner: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, @justinbieber WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.coâ€_"	http://twitter.com/_elijahjmoreno/status/430135891177136129
PayPal_General	NEUTRAL	N	N	neutral	RT @LatinaGawd: DAWG IF THE SEAHAWKS DONT WIN I'LL PAYPAL $7.50 TO EVERYBODY THAT RT THIS TWEET	http://twitter.com/_Ellaay/status/430123131702083584
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_EllaEsBonita/status/430109396178202624
PayPal_General	NEUTRAL	N	N	neutral	@michelle_0816 Sisssss when r u going? can you bring back some cd's for me to save on shipping? i will paypal you....	http://twitter.com/_elle7_/status/443632889310085120
PayPal_General	NEUTRAL	N	Y	positive	PayPal is actually so much better than i thought it was	http://twitter.com/_ElliotJackson/status/440192914551889922
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_elynce/status/430018051351011328
PayPal_General	NEUTRAL	N	Y	negative	can someone w/ PayPal please help me with something plSplspleaseee	http://twitter.com/_elysiajohnston/status/440215252287119360
PayPal_General	NEUTRAL	N	N	neutral	"RT @TravLeBlanc: ""Paypal me your lunch money!"" -Cyber Bullies"	http://twitter.com/_emeraldcat_/status/436525333639340032
PayPal_General	NEUTRAL	N	Y	negative	how the frick do I use paypal someone help me	http://twitter.com/_emheck/status/430017889828372480
PayPal_General	NEGATIVE	N	Y	negative	It's your turn @Pornhub  RT @mashable: Syrian Electronic Army: We Hacked @eBay and @PayPal http://t.co/Dec7Og96Ez	http://twitter.com/_Emigrant/status/429727501670440960
PayPal_General	NEUTRAL	N	Y	negative	@imeloweez yes! It's live and has been for ages? Apparently it's been deemed irrelevant and have opened a paypal dispute!	http://twitter.com/_EmilyDivine/status/440880350466936832
PayPal_General	NEUTRAL	N	Y	positive	Is it easy to change your address on PayPal?	http://twitter.com/_EmilyGalloway/status/435838079858118656
PayPal_General	NEUTRAL	N	N	neutral	PayPal is a genuine bag of wank	http://twitter.com/_EmilyGalloway/status/435843938742980610
PayPal_General	POSITIVE	N	Y	neutral	will paypal steal all my money or is it actually safe lol	http://twitter.com/_EMILYKERR/status/430544483478810624
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_emmamariee_/status/430110979926392832
PayPal_General	NEUTRAL	N	N	neutral	I feel like if I create a Paypal account I may go overboard and just spend all my money... but then I can shop more... eeeep #angelordevil	http://twitter.com/_emmaprivett/status/438216689327427584
PayPal_General	NEUTRAL	N	N	neutral	RT @_MIAMIMONSTER: JUST GOT INTO MY DADS PAYPAL FIRST 20K TO RT THIS WILL GET $500 EACH!! (Must be following) http://t.co/kKtdFQSfXt	http://twitter.com/_emmilyyyy/status/447405468928208896
PayPal_General	NEUTRAL	N	N	neutral	"RT @bieberslayed: ""@john @justinbieber @jeremybieber @scooterbraun Scooter owes somebody a little money #Seahawks #PayPal"" TIGHTTT"	http://twitter.com/_Emmmmmily_/status/430159400318144512
PayPal_General	NEUTRAL	N	Y	negative	PayPal why do you need to send me email about my account balance when it's zero?	http://twitter.com/_emulsifier/status/431003052309368832
PayPal_General	NEUTRAL	N	Y	neutral	RT @SurveyMonkey: 85% of #mobile users rely on apps like #PayPal & #Venmo 4 gift-giving. Only 12% for paying bills. Is #P2P the future? httâ€_	http://twitter.com/_Encounter/status/435900669321441280
PayPal_General	NEUTRAL	N	N	neutral	Set de fotos: happyun-birthday: yetanotherjfashionblog: Stockings from Sakizo (buy using paypal from... http://t.co/CsmgG0huH6	http://twitter.com/_Endel_/status/429850582166171648
PayPal_General	NEUTRAL	N	N	neutral	Win $500 in paypal cash from @JustUsFour1 and friends. RT & enter to win. #giveaway #freemoney  http://t.co/VUwhKhyg1D	http://twitter.com/_enjoytheview_/status/431629712574525440
PayPal_General	NEGATIVE	N	N	negative	omfg. yes. i had 25 dollars in my paypal i was not aware of. so my online purchase was actually only 7 dollars from my bank account.FUCKYES	http://twitter.com/_entershikarbee/status/438548896633991169
PayPal_General	NEUTRAL	N	Y	negative	PayPal not suitable for marketplaces http://t.co/kX0AunqC2I via @fundedbyme @paypaleurope @paypal @paypalmts	http://twitter.com/_entreprenerd/status/436140279603539969
PayPal_General	NEUTRAL	N	N	neutral	@2047trypt PayPal	http://twitter.com/_envyJose/status/442396324160610305
PayPal_General	NEUTRAL	N	N	neutral	RT @YoungGwuap_: First person to get this right will receive $500 on paypal _Ÿ˜_ http://t.co/IRxIZWGDiF	http://twitter.com/_EnvyMoly/status/440722808809992192
PayPal_General	NEUTRAL	N	N	neutral	i need $5 paypal asap. tweet me if you have some and @eRaJudges will add ya	http://twitter.com/_eRaAus/status/434098156301987840
PayPal_General	NEUTRAL	N	N	neutral	@JAYCOON paypal	http://twitter.com/_eRaAus/status/434553659608023041
PayPal_General	NEUTRAL	N	N	neutral	@ShannonPotta $15 paypal	http://twitter.com/_eRaAus/status/434553726402318336
PayPal_General	NEGATIVE	N	Y	negative	asdfghj... The definition of karma: PayPal president's credit card gets hacked http://t.co/b5jt6Aypwg	http://twitter.com/_erdemk/status/433273305395523584
Google_Wallet	NEUTRAL				RT @AndroidPolice: PSA: Google Wallet 'Tap And Pay' Functionality Appears To Be Working On Most KitKat Updates For Devices On Isis... http:â€_	http://twitter.com/_ERib/status/438834827660652544
PayPal_General	NEGATIVE	N	N	neutral	@mdznr :( Wonder why. You could paypal me or use squarecash instead if that is easier	http://twitter.com/_erica/status/430202489342685184
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_Erich_/status/430076298333921281
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_EricJSmith/status/430126387094360064
PayPal_General	NEUTRAL	N	N	neutral	"â€œ@andrewkucz: Won 34 mil in the March 1st Powerball ! Giving $1,000 ...http://t.co/WwDpombgsmâ€ùyea cause people put 34 mill on their Paypal"	http://twitter.com/_eristotle_/status/441299715762954240
PayPal_General	POSITIVE	N	N	neutral	RT @NANOJEFE: I GOT THE BRONCOS WINNING THE SUPERBOWL!!! RETWEET THIS & IF THEY LOSE I WILL PAY U $50 THRU PAYPAL http://t.co/nLREIauO97	http://twitter.com/_erkydayy_/status/430142391040090112
PayPal_General	NEUTRAL	N	N	neutral	RT @NeinQuarterly: First we take Manhattan. Then we take Kiev. Then we take PayPal. http://t.co/jZ4J7MTIq2	http://twitter.com/_ermin/status/437310658712203264
PayPal_General	NEUTRAL	N	N	neutral	Just received a payment from my dude on PayPal _Ÿ’¸ #CleanBusiness	http://twitter.com/_Erock_100/status/437367006661472256
PayPal_General	NEUTRAL	N	N	neutral	Received another payment on paypal _Ÿ’¸	http://twitter.com/_Erock_100/status/437386085426298880
PayPal_General	NEUTRAL	N	N	neutral	Just Received a payment on PayPal from my nigga	http://twitter.com/_Erock_100/status/439588360118865920
PayPal_General	NEUTRAL	N	Y	positive	RT @PayPal: You wouldnâ€™t share your Twitter password. Why reveal your credit card data when you shop? #paypalit The safer way to pay.	http://twitter.com/_ES_M_ER_/status/441780354278383618
PayPal_General	NEUTRAL	N	N	neutral	RT @iCollectNudes: IF SEAHAWKS LOSE ILL PAYPAL EVERYONE THAT RETWEETS THIS $50 NOT PLAYIN B http://t.co/Ijan2IAxid	http://twitter.com/_esabrendaa/status/430134719708024833
PayPal_General	NEUTRAL	N	N	neutral	But to her it plays out all the same #PayPalMaÄŸdurlarÄ±TakipleÅŸiyor	http://twitter.com/_EsMeR_EsMeR_/status/448847734921895936
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_esoJ__/status/430143440551440384
PayPal_General	NEUTRAL	N	N	neutral	RT @FreezeTourney: 2v2 1nD 5$ buy in@ me for paypalstarts at 12ESTRT @CoDGhostsScrims @CoD_RTs @CoDRT24_7 @RTsForGamers @AllThingsCOD_ @â€_	http://twitter.com/_eSportsRT_/status/435628458991820801
PayPal_General	NEUTRAL	N	N	neutral	RT @FLannK: Paying $5 paypal for an unlock all lobby on ghosts. Need proof. @ABOUTx99NINJAS @eLvRetweet @ShawnAbner @CoDGhostsScrims @Twonkâ€_	http://twitter.com/_eSportsRT_/status/435630581078953986
PayPal_General	NEUTRAL	N	N	neutral	RT @GrizzlyTourneys: Need 2 Teams for a 2v2 SnD 1nD $5 buy-in come sign up!! Paypal : GrizzlyTourneys@hotmail.com will start up at 4+ teamsâ€_	http://twitter.com/_eSportsRT_/status/435817405151858688
PayPal_General	NEUTRAL	N	N	neutral	RT @GrizzlyTourneys: Need 2 more team for this 2v2 SnD 1nD $5 buy-in Paypal : GrizzlyTourneys@hotmail.com Put GTs in note!! @ShawnAbner @COâ€_	http://twitter.com/_eSportsRT_/status/435817853153837056
PayPal_General	NEUTRAL	N	N	neutral	RT @FFluXuaTe: selling my 3 digit rank  GB account for 20$ paypal hmu @ShawnAbner @Zandar_Cage @codRTer @CoDGhostsScrims @CoDCommunityRT	http://twitter.com/_eSportsRT_/status/435820070753677313
PayPal_General	NEUTRAL	N	N	neutral	RT @GrayTournaments: 2v2 $6 1ND  8:00 EST  PayPal in Bio  Put GTs in Notes! Trying to get 6+ TEAMS!  @shawnabner @TourneyTracker @ABOUTâ€_	http://twitter.com/_eSportsRT_/status/435853161069162496
PayPal_General	POSITIVE	N	N	neutral	RT @EliteOLT: 7.50$ 3v3 bo3 @ 6:15est @ me for the paypal RT & TAG YOUR DUOOOO! Rts are appreciated <33333333333333	http://twitter.com/_eSportsRT_/status/435903060594798592
PayPal_General	NEUTRAL	N	N	neutral	RT @ExtremeTournies: 2v2 1nd  $5 entry  starts at 4+ teams PayPal in BIO  GT's in payment @QuickestRT @ShawnAbner @ABOUTx99NINJAS	http://twitter.com/_eSportsRT_/status/435912286809513985
PayPal_General	NEUTRAL	N	N	neutral	RT @EliteOLT: MW3 5$ 2v2 1nD @ 8:20est teams:2BO2 6$ 3v3 1nD @ 8:20est teams:2starting once i get 4-5 teams@ me for paypalRT & TAG UR Fâ€_	http://twitter.com/_eSportsRT_/status/436305852647997441
PayPal_General	NEUTRAL	N	N	neutral	RT @TwistedRemixx: Anyone want to buy ITunes for PayPal Hmu @FastestRTs @CoDGhostsScrims @ShawnAbner @Gamerr_Trains @DarkWolfTourney	http://twitter.com/_eSportsRT_/status/436351357704871936
PayPal_General	NEUTRAL	N	N	neutral	RT @ReflexTourney: 2v2 1nD  $3 entry  starts at 4+ teams PayPal in BIO  GT's in payment1 team in  @ShawnAbner	http://twitter.com/_eSportsRT_/status/436409436551131136
PayPal_General	NEUTRAL	N	N	neutral	RT @LESTO818: @QuickestRT Looking to buy GB credits over paypal..HMU!	http://twitter.com/_eSportsRT_/status/436581964397551616
PayPal_General	NEUTRAL	N	N	neutral	RT @ReflexTourney: 2v2 1nD  $4 entry  starts at 6+ teams PayPal in BIO  GT's in payment1 TEAM IN  @ShawnAbner @QuickestRT	http://twitter.com/_eSportsRT_/status/436653382493687808
PayPal_General	NEUTRAL	N	N	neutral	RT @ReflexTourney: 3v3 1nD  $3 entry  starts at 6+ teams PayPal in BIO  GT's in payment3 TEAMS IN  @QuickestRT @CODGhostScrims	http://twitter.com/_eSportsRT_/status/437101746939117569
PayPal_General	NEUTRAL	N	N	neutral	RT @ReflexTourney: 3v3 1nD  $3 entry  starts at 6+ teams PayPal in BIO  GT's in payment3 TEAMS IN  @QuickestRT @TourneyTracker	http://twitter.com/_eSportsRT_/status/437105894715699200
PayPal_General	NEUTRAL	N	N	neutral	RT @Clarke_Tournies: Hosting a 4v4 variant Bo3 tomorrow at 1 30 eastern 5$ Buy in on 360 paypal is in bio send gts in the details in paymenâ€_	http://twitter.com/_eSportsRT_/status/437106431095885824
PayPal_General	NEUTRAL	N	N	neutral	RT @ReflexTourney: 3v3 1nD  $3 entry  starts at 6+ teams PayPal in BIO  GT's in payment3 TEAMS IN  @QuickestRT @_themister7_	http://twitter.com/_eSportsRT_/status/437106802979647488
PayPal_General	NEUTRAL	N	N	neutral	RT @SieGeTournies: @ShawnAbner @ABOUTx99NINJAS @OnPointTourneys hosting 2v2 1nd $3  entry 90% payout (360) today at 3:30est paypal in bio bâ€_	http://twitter.com/_eSportsRT_/status/437665782709772288
Apple_Passbook	POSITIVE				@cineworld When will the qr codes/apple passbook system be available to unlimited customers??? Unless it already is? Thanks	http://twitter.com/_EssDubz_/status/440227460823941120
PayPal_General	NEUTRAL	N	Y	neutral	do you have to have a paypal account for eBay?	http://twitter.com/_EssJay/status/437028636794040320
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_Essmmee/status/430037576557555713
PayPal_General	NEUTRAL	N	N	neutral	RT @JGustanov: Screw it. RT and ill send everyone $100 (must be following to dm me paypal link) I'm gonna stop after 15k rts. http://t.co/bâ€_	http://twitter.com/_Ethn/status/443905085190705153
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_ETrayy/status/430122577978068993
PayPal_General	POSITIVE	N	N	positive	RT @rottenasswizard: confess your love for me through paypal	http://twitter.com/_eun0ia/status/442325127938600960
PayPal_General	NEUTRAL	N	Y	negative	@Skyehdactyl @Daevaluque How do you even set the price for commissions? And how do Paypal works anyway? I'm a cavewoman. Dang.	http://twitter.com/_eun914/status/432540047863066625
PayPal_General	NEGATIVE	N	Y	negative	@Skyehdactyl @Daevaluque I somehow managed to add a bank account and I don't know how you transfer money to paypal :/	http://twitter.com/_eun914/status/432540979447349248
PayPal_General	NEUTRAL	N	Y	neutral	@xshurimupu do you have to verify your paypal account with a credit card? I only linked my bank account to my paypal :O	http://twitter.com/_eun914/status/437920748137496576
PayPal_General	NEUTRAL	N	Y	neutral	@xshurimupu then I'll just have to transfer money from my paypal to my bank account?	http://twitter.com/_eun914/status/437924547753291777
PayPal_General	MIXED	N	Y	negative	"Well I didn't get a ""fist of the first men"" print.... PayPal refund. Good way to start the weekend #pissed @LTDartgallery @markenglert"	http://twitter.com/_European_Bob_/status/439733802626449408
PayPal_General	POSITIVE	N	N	neutral	â€œ@jaewestcoast_: If I had $1 in my PayPal account I'd fa sholy send it to my boy @_EVANGELO lol #SteelerGangâ€ù already homie. #SteelerNation	http://twitter.com/_EVANGELO/status/447133367528849408
PayPal_General	POSITIVE	N	N	neutral	RT @jaewestcoast_: If I had $1 in my PayPal account I'd fa sholy send it to my boy @_EVANGELO lol #SteelerGang	http://twitter.com/_EVANGELO/status/447133471635304448
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_EvenDeeper/status/430105052296908800
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: $25 PayPal/Amazon-WW-Romance is in the Air Giveaway Hop-Ends 2/14 http://t.co/wo8GGzkl1N http://t.co/FqM0dVxnF3	http://twitter.com/_Everyday_Life_/status/431869919043809280
PayPal_General	POSITIVE	N	N	positive	Happy #HeartHop #giveaway enter to win $25 Amazon/Paypal lots of #prizes to be won! Please RT! http://t.co/1BSM63yGJA	http://twitter.com/_Everyday_Life_/status/432946987395072000
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: #AWBloggers FREE Group Giveaway sign ups now open - $75 Paypal gift card for one winner - taking 25 bloggers http://t.co/gjlxâ€_	http://twitter.com/_Everyday_Life_/status/434326906209841153
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: Bloggers Needed for a PayPal G/C Giveaway http://t.co/Ze41JAFcit	http://twitter.com/_Everyday_Life_/status/435974143906160640
PayPal_General	NEUTRAL	N	N	neutral	RT @cjade20: .....Journey To Jhady's World....: $100 PayPal Cash #Giveaway: http://t.co/VUBRYqUcW5	http://twitter.com/_Everyday_Life_/status/439195110841274369
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: $75 PayPal + a Maxxable Phone Clip-Ends 3/20 http://t.co/VZOq2jumY3 http://t.co/Kf924tMmaf	http://twitter.com/_Everyday_Life_/status/439906458747293696
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: $75 PayPal + a Maxxable Phone Clip-Ends 3/20 http://t.co/VZOq2jumY3 http://t.co/7wzKlAq202	http://twitter.com/_Everyday_Life_/status/441303185941360640
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: $25 PayPal GA-WW-The Magical March Hop Event--Ends 3/17 http://t.co/FcS8wjnJnb http://t.co/pjSGNTBnad	http://twitter.com/_Everyday_Life_/status/445347927767416832
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: $25 Amazon/PayPal-WW-Lucky Leprechaun Giveaway Hop-Ends 3/24 http://t.co/9t6BI4ivx5 http://t.co/3ss7uYX4WE	http://twitter.com/_Everyday_Life_/status/445625104027103233
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: $75 PayPal + a Maxxable Phone Clip-Ends 3/20 http://t.co/VZOq2jumY3 http://t.co/TaeUDzwmS5	http://twitter.com/_Everyday_Life_/status/446057859386974209
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: $100 PayPal Giveaway -#AnnaNaturalsTeas-Ends 4/15 http://t.co/9L50W13s7b http://t.co/KdSc5iH5KI	http://twitter.com/_Everyday_Life_/status/446464754014769152
PayPal_General	NEUTRAL	N	N	neutral	RT @MikiHope: Ends tonight at midnight 3/20 $75 PayPal + a Maxxable Phone Clip-Ends 3/20 http://t.co/w5Ya6ViD5J	http://twitter.com/_Everyday_Life_/status/446775873103216640
PayPal_General	NEUTRAL	N	N	neutral	RT @Monica61: WIN $500 via Paypal!  Spring Fever Cash Giveaway!... http://t.co/Cz4foyhHFi	http://twitter.com/_Everyday_Life_/status/447134662155309056
PayPal_General	NEUTRAL	N	N	neutral	PayPal=Evi	http://twitter.com/_EverySunset_/status/431186251442421760
PayPal_General	NEUTRAL	N	N	neutral	Everything Tech: Bitcoin Is The New PayPal http://t.co/31ietRFYmd	http://twitter.com/_everythingtech/status/436564140581482497
PayPal_General	NEUTRAL	N	N	neutral	Bitcoin Is The New PayPal http://t.co/SBi8xugyGh	http://twitter.com/_everythingtech/status/436573356423655426
PayPal_General	POSITIVE	N	N	positive	Y'all really sending that girl birthday money thru PayPal? Lmao. She's pretty but dam. Do you guys even know her _Ÿ˜‚	http://twitter.com/_evetteee/status/442444460903763968
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_eviesteele/status/430049381245779969
PayPal_General	NEGATIVE	N	N	neutral	@GunnaCTMG that paypal account you RT'd has me sick	http://twitter.com/_EWM3/status/441973758127898624
PayPal_General	NEUTRAL	N	N	negative	@peytonism @Vuttery sell 07 gold for paypal idiot and make monry!!	http://twitter.com/_exalt_/status/437085013507452929
PayPal_General	NEUTRAL	N	N	neutral	@supsira show proof i dont even have that much paypal bloxking for 4th time	http://twitter.com/_exalt_/status/439241118857695232
Stripe	NEUTRAL				Payments underdog Balanced challenges PayPal and Stripe with new pricing model (and momentum) http://t.co/e3Ka2AikWX #execfintech	http://twitter.com/_ExecIO/status/439418761482092545
PayPal_General	NEUTRAL	N	N	neutral	Payments underdog Balanced challenges PayPal and Stripe with new pricing model (and momentum) http://t.co/e3Ka2AikWX #execfintech	http://twitter.com/_ExecIO/status/439418761482092545
PayPal_General	NEUTRAL	N	N	neutral	RT @princessthot: If the Seahawks lose I'll paypal $50 to everyone who RT's this	http://twitter.com/_ExhibitC_/status/430129551323058176
PayPal_General	NEUTRAL	N	N	neutral	RT @I_am_Demonic: @ViZ_Tournys 10$ Paypal or subway	http://twitter.com/_ExiB/status/431551945921150978
PayPal_General	NEUTRAL	N	N	neutral	RT @dashboardrage: selling titanfall beta code for $20 paypal RT please	http://twitter.com/_ExiB/status/434813991496744960
PayPal_General	NEUTRAL	N	N	neutral	RT @Campanaaa_XBL: If I get to 1k followers by Tuesday night. I will give everyone who RT's this $10 off my paypal. (I have $4247.59)	http://twitter.com/_ExiB/status/435092128247853056
PayPal_General	NEUTRAL	N	N	neutral	@stiingzgaming @AvengeTourneys $100 paypal	http://twitter.com/_ExiB/status/435094006167379968
PayPal_General	NEUTRAL	N	N	neutral	@Dealtah nah i dont have any money on my paypal or anything	http://twitter.com/_ExiB/status/441375983300804608
PayPal_General	NEUTRAL	N	N	neutral	RT @Gamer_GFX: $20 PayPal Giveaway! When we hit 14.2k followers we will giveaway $20 via PayPal!Follow and RT this to enter!	http://twitter.com/_ExiB/status/447908464040624128
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_exxog/status/430108522995396608
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_eyelashes_/status/430144414711693312
PayPal_General	NEGATIVE	N	N	negative	â€œ@UrFaveLatina: I don't feel like working. Send money to my paypal .... milafbookings@yahoo.com _Ÿ’°â€ù Thot shit _Ÿ˜‚	http://twitter.com/_EyesXtayLow/status/430905217211973632
PayPal_General	NEUTRAL	N	N	neutral	RT @trapyeezus: If the Seahawks lose I'll paypal $20 to everyone who RT's this	http://twitter.com/_eyezayuhh/status/430088390315220993
PayPal_General	POSITIVE	N	N	neutral	thanks to everybody that leased and bought beats i hope you all enjoy i accept paypal western union hit me for beats beats/w hooks	http://twitter.com/_EzeeCash/status/435342915112402944
PayPal_General	NEUTRAL	N	N	neutral	RT @UnseenCats: GIVEAWAY: RT AND FOLLOW TO ENTER. $50 PAYPAL!! WINNER WILL BE ANNOUNCED AT 100 RETWEETS!!!	http://twitter.com/_EzraLoL/status/437685412971446273
PayPal_General	NEUTRAL	N	Y	negative	RT @_NaughtyCuddles: Paypal is SO dangerous.	http://twitter.com/_f0xandthew0lf/status/440420023366979584
PayPal_General	NEGATIVE	N	N	negative	Broke niggas like ya little cousins. Need u to paypal them $20 and shit. Pathetic!!  :(	http://twitter.com/_FabDLSass/status/448230382006439936
PayPal_General	NEUTRAL	N	N	neutral	@healthdesigns Order #100736978 - Pending until today because? was already pay by paypal.	http://twitter.com/_FabioJackson/status/432498721356402688
PayPal_General	NEUTRAL	N	N	neutral	@healthdesigns   another Order #100725397 - Pending until today because? was already pay by paypal.	http://twitter.com/_FabioJackson/status/432501175900839937
PayPal_General	NEUTRAL	N	N	neutral	#MasterCard vs #PayPal http://t.co/wTmtJPLuGs	http://twitter.com/_FabioPaolucci_/status/448027408386768896
PayPal_General	NEUTRAL	N	Y	neutral	PayPal President David Marcus and The Wrath of Cant: David Marcus may not have endeared himself to some of tho... http://t.co/zkfLwokLrf	http://twitter.com/_faenjorgenzo99/status/433796399847591936
PayPal_General	NEUTRAL	N	Y	neutral	Galaxy S5 fingerprint sensor lets people shop with PayPal: While Samsung's new smartphone allows for digital p... http://t.co/2AVEwXGdRx	http://twitter.com/_faenjorgenzo99/status/438146789548359680
Google_Wallet	NEUTRAL				Google Wallet app now tracks your online buys:  Google Wallet adds new feature to track online purchases.  (Cr... http://t.co/F3Nv2rNO4I	http://twitter.com/_faenjorgenzo99/status/443861965245399040
PayPal_General	NEUTRAL	N	N	neutral	Restaurant uses parachutes and PayPal to deliver sandwiches:  A woman removes the parachute from her just-land... http://t.co/kuKEZipw6z	http://twitter.com/_faenjorgenzo99/status/447060749815250944
